1,0.74059,0.55161,0.39186,0.056523,0.11289
2,0.8224,0.45704,0.35776,0.1852,0.10579
3,0.76334,0.38975,0.36161,0.24863,0.13343
4,0.79603,0.56813,0.36837,0.063496,0.10069
5,0.75865,0.43627,0.37487,0.18887,0.1253
6,0.78741,0.54584,0.39324,0.060912,0.11422
7,0.64374,0.42375,0.38005,0.1962,0.13466
8,0.78495,0.49549,0.39954,0.10497,0.12572
9,0.81458,0.46859,0.35934,0.17207,0.10526
10,0.58148,0.35534,0.34749,0.29717,0.14416
11,0.70654,0.6008,0.37701,0.022191,0.10221
12,0.77214,0.45524,0.37121,0.17355,0.11695
13,0.7219,0.48369,0.42221,0.094096,0.14037
14,0.85493,0.50468,0.33927,0.15606,0.087589
15,0.82849,0.38693,0.3601,0.25297,0.13329
16,0.75456,0.49287,0.3506,0.15653,0.096167
17,0.87131,0.45385,0.37095,0.1752,0.11708
18,0.69302,0.49816,0.3845,0.11734,0.11693
19,0.74536,0.36767,0.34106,0.29126,0.10862
20,0.84783,0.45311,0.37123,0.17566,0.11748
1,0.2482,0.61972,0.34152,0.038758,0.086858
2,0.3611,0.55697,0.35453,0.0885,0.094645
3,0.42966,0.56408,0.36911,0.066815,0.10132
4,0.33383,0.55624,0.35082,0.092942,0.092768
5,0.1418,0.56662,0.33081,0.10257,0.081973
6,0.22812,0.62582,0.32864,0.045536,0.081312
7,0.38886,0.39386,0.34656,0.25958,0.10797
8,0.33696,0.56803,0.34626,0.085703,0.090035
9,0,0.37837,0.33481,0.28683,0.087353
10,0.40843,0.57525,0.34473,0.080023,0.089085
11,0.31429,0.5786,0.34689,0.074508,0.090056
12,0.24239,0.64928,0.3067,0.04402,0.072332
13,0.17029,0.51715,0.36346,0.11939,0.10227
14,0.26545,0.5914,0.3239,0.084699,0.078681
15,0,0.39465,0.33995,0.26539,0.096139
16,0.3438,0.66793,0.30522,0.026843,0.072372
17,0.28185,0.41998,0.34615,0.23387,0.10055
18,0.1915,0.57899,0.37476,0.046243,0.10278
19,0.17852,0.42714,0.3393,0.23355,0.091044
20,0.29592,0.56438,0.35797,0.077648,0.095989
1,0.24353,0.6613,0.1625,0.1762,0.99542
2,0.26509,0.67699,0.16304,0.15997,0.00099156
3,0.10498,0.54691,0.22018,0.23291,0.99351
4,0.30399,0.57204,0.19604,0.23192,0.98409
5,0.38241,0.68809,0.14262,0.1693,0.99185
6,0.21935,0.83551,0.06204,0.10245,0.99129
7,0.27062,0.72271,0.13769,0.1396,0.99945
8,0.33185,0.63616,0.17356,0.19029,0.99397
9,0.50969,0.65289,0.1484,0.19871,0.98338
10,0.51452,0.70388,0.13525,0.16087,0.99249
11,0.10187,0.63874,0.19191,0.16936,0.0080069
12,0.27763,0.83361,0.084557,0.081836,0.00060305
13,0.25383,0.67257,0.14394,0.18348,0.98753
14,0.51452,0.70388,0.13525,0.16087,0.99249
15,0.31858,0.68272,0.16581,0.15146,0.0045012
16,0.45533,0.71637,0.14461,0.13901,0.0016177
17,0.53488,0.76019,0.11871,0.1211,0.99938
18,0.10498,0.54691,0.22018,0.23291,0.99351
19,0.41424,0.71758,0.07124,0.21118,0.96392
20,0.46249,0.55563,0.25531,0.18906,0.030122
